,consumption,legislation,production,taxation,year
0,0.02862001948392174,0.2,0.9802671916086076,2.5893856869696976,2006
1,0.05371256011323031,0.055555555555555546,0.3916816742879836,2.5606422079090914,2007
2,0.12046225631846791,0.0,0.26087728893943474,2.4522713718181817,2008
3,0.07340019478835788,1.5,0.8940733047574392,2.501343219848485,2009
4,0.010464791770665482,0.2809917355371901,0.2823507235016227,2.5515216692121223,2010
5,0.0436502570153766,0.1722222222222222,0.3535694387549469,2.5353232347272727,2011
6,0.06618829597248899,0.060606060606060594,0.32274852984971253,2.5269855610303034,2012
7,0.054337249455178004,0.43125,0.47914600872920443,2.5601092442121214,2013
8,0.0507829286469674,-0.10714285714285715,0.45051226636714004,2.593203751878788,2014
9,0.0,-0.16666666666666666,0.0,2.6063982179696965,2015
10,0.0,-0.0625,0.0,2.629263582,2016
